Area Type,Area Name (County Names),Period,SOC Level,Standard Occupational Classification (SOC),Occupational Title,Base Year Employment Estimate,Projected Year Employment Estimate,Numeric Change,Percentage Change,Exits,Transfers,Total  Job Openings,Median Hourly Wage,Median Annual Wage,Entry Level Education,Work Experience,Job Training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,2,31-0000,Healthcare Support Occupations,6800,9240,2440,35.9,4950,4700,12090,15.18,31587.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,3,31-1100,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",5980,8170,2190,36.6,4530,4010,10730,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,31-1120,Home Health and Personal Care Aides,5770,7910,2140,37.1,4380,3870,10390,15.18,31587.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,31-1131,Nursing Assistants,190,250,60,31.6,140,120,320,18.31,38101.00,Postsecondary non-degree award,None,None
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,3,31-2000,Occupational Therapy and Physical Therapist Assistants and Aides,40,50,10,25.0,20,30,60,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,3,31-9000,Other Healthcare Support Occupations,780,1010,230,29.5,400,660,1290,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,31-9091,Dental Assistants,150,180,30,20.0,80,120,230,23.77,49444.00,Postsecondary non-degree award,None,None
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,31-9092,Medical Assistants,410,550,140,34.1,200,360,700,18.26,37984.00,Postsecondary non-degree award,None,None
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,31-9097,Phlebotomists,90,120,30,33.3,40,70,140,19.41,40382.00,Postsecondary non-degree award,None,None
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,31-9099,"Healthcare Support Workers, All Other",60,60,0,0.0,30,40,70,19.62,40798.00,High school diploma or equivalent,None,None
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,2,33-0000,Protective Service Occupations,3650,4180,530,14.5,1680,2330,4540,41.97,87299.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,3,33-1000,Supervisors of Protective Service Workers,290,330,40,13.8,100,150,290,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,33-1011,First-Line Supervisors of Correctional Officers,190,220,30,15.8,70,100,200,0.00,0.00,High school diploma or equivalent,Less than 5 years,None
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,33-1012,First-Line Supervisors of Police and Detectives,40,50,10,25.0,10,20,40,82.57,171742.00,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",40,50,10,25.0,20,20,50,0.00,0.00,High school diploma or equivalent,Less than 5 years,None
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,3,33-2000,Fire Fighting and Prevention Workers,170,190,20,11.8,40,90,150,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,33-2011,Firefighters,170,190,20,11.8,40,90,150,20.56,42781.00,Postsecondary non-degree award,None,Long-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,3,33-3000,Law Enforcement Workers,2320,2520,200,8.6,790,1240,2230,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,33-3012,Correctional Officers and Jailers,1360,1430,70,5.1,530,750,1350,47.31,98408.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,33-3021,Detectives and Criminal Investigators,710,810,100,14.1,190,350,640,54.42,113194.00,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,33-3051,Police and Sheriff's Patrol Officers,250,280,30,12.0,70,130,230,40.37,83963.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,3,33-9000,Other Protective Service Workers,870,1130,260,29.9,750,850,1860,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,33-9021,Private Detectives and Investigators,30,30,0,0.0,10,20,30,33.07,68771.00,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,33-9032,Security Guards,550,770,220,40.0,350,510,1080,15.77,32781.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",30,30,0,0.0,40,30,70,16.12,33527.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,33-9098,"School Bus Monitors and Protective Service Workers, All Other",230,260,30,13.0,330,270,630,0.00,0.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,2,35-0000,Food Preparation and Serving Related Occupations,3410,4760,1350,39.6,3110,4050,8510,15.01,31214.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,3,35-1000,Supervisors of Food Preparation and Serving Workers,390,560,170,43.6,200,480,850,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,350,500,150,42.9,190,430,770,18.38,38218.00,High school diploma or equivalent,Less than 5 years,None
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,3,35-2000,Cooks and Food Preparation Workers,1100,1470,370,33.6,820,1120,2310,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,35-2011,"Cooks, Fast Food",460,550,90,19.6,300,430,820,15.00,31200.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,35-2012,"Cooks, Institution and Cafeteria",50,60,10,20.0,30,50,90,18.73,38964.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,35-2014,"Cooks, Restaurant",240,450,210,87.5,200,300,710,17.84,37088.00,No formal educational credential,Less than 5 years,Moderate-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,35-2015,"Cooks, Short Order",60,80,20,33.3,40,60,120,15.53,32312.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,35-2021,Food Preparation Workers,270,330,60,22.2,230,270,560,16.03,33346.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,3,35-3000,Food and Beverage Serving Workers,1590,2230,640,40.3,1710,2060,4410,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,35-3011,Bartenders,60,110,50,83.3,40,100,190,15.00,31200.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,35-3023,Fast Food and Counter Workers,1180,1610,430,36.4,1350,1480,3260,15.00,31200.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,35-3031,Waiters and Waitresses,290,430,140,48.3,270,430,840,15.00,31200.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,35-3041,"Food Servers, Nonrestaurant",60,70,10,16.7,50,50,110,15.89,33069.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,3,35-9000,Other Food Preparation and Serving Related Workers,330,500,170,51.5,380,380,930,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,90,150,60,66.7,100,100,260,15.00,31200.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,35-9021,Dishwashers,110,170,60,54.5,110,120,290,15.00,31200.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,35-9099,"Food Preparation and Serving Related Workers, All Other",50,80,30,60.0,60,60,150,15.60,32440.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,2,37-0000,Building and Grounds Cleaning and Maintenance Occupations,1780,2080,300,16.9,1090,1420,2810,15.68,32621.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,3,37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,140,160,20,14.3,50,110,180,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,60,70,10,16.7,30,40,80,24.00,49923.00,High school diploma or equivalent,Less than 5 years,None
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",80,90,10,12.5,30,60,100,23.94,49795.00,High school diploma or equivalent,Less than 5 years,None
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,3,37-2000,Building Cleaning and Pest Control Workers,1220,1450,230,18.9,840,930,2000,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",900,1040,140,15.6,610,680,1430,15.71,32685.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,37-2012,Maids and Housekeeping Cleaners,290,370,80,27.6,220,210,510,15.42,32056.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,37-2021,Pest Control Workers,30,40,10,33.3,10,40,60,19.78,41139.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,3,37-3000,Grounds Maintenance Workers,420,470,50,11.9,190,380,620,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,37-3011,Landscaping and Groundskeeping Workers,350,390,40,11.4,160,320,520,17.76,36950.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,2,39-0000,Personal Care and Service Occupations,730,1070,340,46.6,550,710,1600,15.28,31768.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,3,39-1000,Supervisors of Personal Care and Service Workers,70,110,40,57.1,30,60,130,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,39-1098,"First-Line Supervisors of Personal Service & Entertainment and Recreation Workers, Exc Gambling Services",40,60,20,50.0,20,30,70,0.00,0.00,High school diploma or equivalent,Less than 5 years,None
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,3,39-2000,Animal Care and Service Workers,80,110,30,37.5,60,80,170,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,39-2021,Nonfarm Animal Caretakers,60,90,30,50.0,50,60,140,15.28,31768.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,3,39-3000,Entertainment Attendants and Related Workers,110,210,100,90.9,120,150,370,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,39-3091,Amusement and Recreation Attendants,30,50,20,66.7,40,40,100,15.00,31200.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,3,39-5000,Personal Appearance Workers,100,160,60,60.0,70,70,200,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",40,60,20,50.0,30,30,80,15.33,31886.00,Postsecondary non-degree award,None,None
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,3,39-9000,Other Personal Care and Service Workers,350,450,100,28.6,250,320,670,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,39-9011,Childcare Workers,210,230,20,9.5,150,150,320,15.34,31896.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,39-9032,Recreation Workers,80,100,20,25.0,50,80,150,15.46,32142.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,39-9098,"Crematory Operators and Personal Care and Service Workers, All Other",30,30,0,0.0,20,20,40,0.00,0.00,High school diploma or equivalent,None,Short-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,2,41-0000,Sales and Related Occupations,5810,7060,1250,21.5,3700,5300,10250,15.00,31200.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,3,41-1000,Supervisors of Sales Workers,780,920,140,17.9,300,580,1020,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,41-1011,First-Line Supervisors of Retail Sales Workers,710,850,140,19.7,270,540,950,18.90,39301.00,High school diploma or equivalent,Less than 5 years,None
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,41-1012,First-Line Supervisors of Non-Retail Sales Workers,70,80,10,14.3,20,40,70,31.00,64467.00,High school diploma or equivalent,Less than 5 years,None
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,3,41-2000,Retail Sales Workers,4000,4920,920,23.0,3040,3920,7880,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,41-2011,Cashiers,1870,2130,260,13.9,1700,1920,3880,15.00,31200.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,41-2021,Counter and Rental Clerks,120,140,20,16.7,60,90,170,15.00,31200.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,41-2022,Parts Salespersons,170,180,10,5.9,70,140,220,17.54,36489.00,No formal educational credential,None,Moderate-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,41-2031,Retail Salespersons,1820,2430,610,33.5,1190,1760,3560,15.00,31200.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,3,41-3000,"Sales Representatives, Services",460,560,100,21.7,140,380,620,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,41-3021,Insurance Sales Agents,110,150,40,36.4,40,70,150,22.08,45926.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,41-3031,"Securities, Commodities, and Financial Services Sales Agents",100,120,20,20.0,30,70,120,24.36,50686.00,Bachelor's degree,None,Moderate-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",220,270,50,22.7,60,220,330,24.18,50301.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,3,41-4000,"Sales Representatives, Wholesale and Manufacturing",400,460,60,15.0,130,290,480,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",380,430,50,13.2,120,270,440,30.76,63977.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,3,41-9000,Other Sales and Related Workers,180,200,20,11.1,100,130,250,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,41-9022,Real Estate Sales Agents,30,30,0,0.0,10,10,20,40.67,84581.00,High school diploma or equivalent,None,Moderate-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",40,30,-10,-25.0,30,20,40,0.00,0.00,No formal educational credential,None,Short-term on-the-job training
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,41-9099,"Sales and Related Workers, All Other",90,110,20,22.2,50,80,150,15.00,31200.00,High school diploma or equivalent,None,None
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,2,43-0000,Office and Administrative Support Occupations,6110,6570,460,7.5,3040,3780,7280,18.93,39387.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,3,43-1000,Supervisors of Office and Administrative Support Workers,520,570,50,9.6,200,340,590,0.00,0.00,N/A,N/A,N/A
Metropolitan Area,El Centro MSA (Imperial County),2020-2030,4,43-1011,First-Line Supervisors of Office and Administrative Support Workers,520,570,50,9.6,200,340,590,29.47,61287.00,High school diploma or equivalent,Less than 5 years,None
